domain,title,category
university,Trường Quốc tế Hoà Bình,Trường quốc tế
university,Trường THPT Thực Hành Sư Phạm,Trường trung học phổ thông
university,Nhà Học B1,Tổ chức giáo dục
university,Pong ơi Music,Trường nghệ thuật
university,Trường THCS Long Hoà,Trường THCS
university,Phòng Đào tạo - Trường Đại học Cần Thơ,Trường đại học
university,Khoa Dự bị Dân tộc,Khoa học thuật
university,Trường THCS Trúc Lâu,Trường THCS
university,Trường THCS Bình Thủy,Trường THCS
university,Toà nhà công nghệ cao,Trường đại học
university,Cơ Sở Luyện Thi Đại Học Hồng Phúc,Tổ chức giáo dục
university,"Khu A, B - Đại học Nam Cần Thơ",Trường đại học
university,Thầy Châu Toán Lý,Trung tâm giáo dục
university,Trung tâm Ngoại ngữ Trường Đại học Cần Thơ,Trung tâm giáo dục
university,"TRƯỜNG TH, THCS VÀ THPT QUỐC VĂN CẦN THƠ",Trường liên cấp tiểu học và trung học
university,Trung tâm Học liệu,Trung tâm giáo dục
university,Nhà Học D1,Khoa học thuật
university,Trung Tâm Đào Tạo Nghiên Cứu Và Tư Vấn Kinh Tế,Trường đại học
university,Khoa Kỹ thuật Y học,Trường đại học
university,Trường Tiểu Học Long Hòa 2,Trường tiểu học
university,Trường THCS An Khánh,Trường THCS
university,Khoa Khoa học Tự nhiên,Khoa học thuật
university,Viện Nghiên cứu Biến đổi Khí hậu - Đại học Cần Thơ,Viện nghiên cứu
university,Nhà Hiệu bộ,Trường đại học
university,Trường tiểu học Long Hoà 1,Trường tiểu học
university,Trường THCS An Thới,Trường THCS
university,Khoa Khoa học Xã hội & Nhân văn,Khoa học thuật
university,Trường THPT Bình Thủy,Trường trung học phổ thông
university,Trường Trung Cấp Hồng Hà TP.Cần Thơ,Trường dạy nghề
university,Thường thạch,Trường đại học
university,Ký túc xá ĐHYDCT,Trường đại học
university,KTX B8 ĐH Cần Thơ,Trường đại học
university,Greenwich Việt Nam - Cơ sở Cần Thơ,Trường đại học
university,Khoa Môi trường và Tài nguyên thiên nhiên,Trường đại học
university,Không gian sáng chế (MIS-CTU),Trường đại học
university,PTN Động lực học và điều khiển - ĐHCT,Trường đại học
university,Bộ môn Khoa học Môi trường - Khoa MT & TNTN,Trường đại học
university,Trường Tiểu học Võ Trường Toản,Trường tiểu học
university,Tiếng Anh Dễ Mà,Trường dạy tiếng Anh
university,Nhà học KH,Trường đại học
university,"Department of Automation Technology, College of Engineering Technology",Trường đại học
university,Trường Cao Đẳng Sư Phạm Cần Thơ,Trường đại học
university,Dãy phòng thực hành Hoá học KH3 KHTN,Trường đại học
university,PTN Công trình thuỷ - Trường Bách Khoa,Trường đại học
university,"KTX A, Toà B1",Trường đại học
university,Trường Trung Cấp Y Dược Mekong,Trường đại học
university,Nhà Cô Hoà Dạy Ngữ Văn,Trường THCS
university,Cao đẳng Việt Mỹ Cần Thơ,Trường cao đẳng/đại học tư thục
university,Trường Tiểu Học Long Tuyền 2,Trường tiểu học
university,Tòa Gamma ĐH FPT Cần Thơ,Trường đại học
university,Trường Cao đẳng Du lịch Cần Thơ,Trường dạy nghề
university,TRƯỜNG TRUNG CẤP QUỐC TẾ MEKONG,Trường dạy nghề
university,Trường Cao Đẳng Đại Việt Sài Gòn cơ sở Cần Thơ liên kết,Tổ chức giáo dục
university,"Trung Tâm Liên Kết Đào Tạo - Tuyển Sinh, Trường Cao Đẳng Cần Thơ",Trường dạy nghề
university,Trung Tâm Tin Học Cần Thơ,Trung tâm giáo dục
university,Ctech,Trung tâm giáo dục
university,Trường Cao đẳng Kỹ thuật – Công nghệ Bách Khoa (CTECH),Trường cao đẳng nghề
university,Trường Cao Đẳng Tây Đô,Trường cao đẳng nghề
university,"Giảng đường 1, Trường Cao đẳng Cần Thơ",Trường đại học
university,Trường Cao đẳng Công nghệ Y - Dược Việt Nam,Trường cao đẳng nghề
university,Trường Cao Đẳng Phạm Ngọc Thạch Cần Thơ,Trường đại học
university,Trường Cao Đẳng Cơ Điện Và Nông Nghiệp Nam Bộ,Trường cao đẳng cộng đồng
university,Trường Cao Đẳng Công Nghệ - Ngoại Thương,Trường cao đẳng/đại học chính phủ
university,"Giảng đường 2, trường Cao đẳng Cần Thơ",Tổ chức giáo dục
university,Phòng Quản lý đào tạo - Trường Cao Đẳng Cần Thơ,Trường kỹ thuật
university,Cao Đẳng Anh Quốc BTEC FPT,Trường cao đẳng nghề
university,"Trung Tâm Ngoại Ngữ - Tin Học, Trường Cao Đẳng Cần Thơ",Trường ngoại ngữ
university,"Nhà học A4, Trường Cao Đẳng Cần Thơ",Trường đại học
university,Trường THPT An Khánh,Trường cấp ba
university,Văn phòng đoàn thanh niên Trường Cao đẳng Cần Thơ,Trường đại học
university,Trường Cao Đẳng Cộng Đồng Hậu Giang,Trường cao đẳng cộng đồng
university,Trường Trung Học Cao Đẳng FPT,Trường học tư nhân
university,Trường Cao đẳng nghề Vĩnh Long,Trường cao đẳng nghề
university,Trường Đại Học Võ Trường Toản,Trường cao đẳng/đại học tư thục
university,Trường Cao Đẳng Kinh Tế - Kỹ Thuật Cơ Sở 2,Trường dạy nghề
university,Văn phòng Hải Phong,Trung tâm giáo dục
university,Trường Cao đẳng Long An - Cơ sở Cần Giuộc,Trường cao đẳng cộng đồng
university,Trường Cao đẳng Công nghệ Thủ Đức,Trường cao đẳng cộng đồng
university,Trường Cao Đẳng Quốc Tế Sài Gòn,Trường cao đẳng/đại học tư thục
university,"Trường Cao Đẳng Nghề Long An Quốc Lộ 1, Phường 5",Trường đại học
university,Trường Cao Đẳng Công Nghệ Sài Gòn,Tổ chức giáo dục
university,Trường Cao đẳng Kỹ thuật Cao Thắng,Trường cao đẳng nghề
university,Trường Cao đẳng Quốc Tế TP.HCM,Trường đại học
university,Toà A2 FPT,Trường cao đẳng cộng đồng
university,Trường Cao đẳng Công nghệ TP.HCM,Trường cao đẳng cộng đồng
university,Trường Cao đẳng Long An,Trường cao đẳng cộng đồng
university,Trường Cao Đẳng Long An Cơ Sở Đức Hòa,Trường đại học
university,Trường Cao đẳng Kinh tế Kỹ thuật Thủ Đức,Trường cao đẳng cộng đồng
university,Trường Cao đẳng Long An - Cơ sở Bến Lức,Trường cao đẳng nghề
university,Học Viện Hani,Trung tâm giáo dục
university,Trung tâm Toán tư duy - Ngoại ngữ Vinabacus Cần Thơ,Trung tâm học hành
university,Nhật Ngữ FIC Asahi - Cần Thơ,Trường ngoại ngữ
university,Tiếng Hoa Cần Thơ,Trung tâm giáo dục
university,Trung Tâm Thành Công,Tổ chức giáo dục
university,Toán trí tuệ GeniusKid (Vietmy Education) & GO Global Education,Trung tâm giáo dục
university,TRUNG TÂM ANH NGỮ IELTS VIỆT,Trung tâm giáo dục
university,Học Viện Chính Trị Khu Vực IV,Tổ chức giáo dục
university,Tiếng Nhật Cần Thơ - Nhật Ngữ Minh Lan,Trường ngoại ngữ
university,IELTS MS CHAU ( Anh Ngữ IMC),Trường dạy tiếng Anh
university,TRUNG TÂM HOA NGỮ ĐẠI THÀNH - CẦN THƠ,Trường ngoại ngữ
university,Trung Tâm Anh Ngữ Việt Mỹ VATC Cần Thơ,Tổ chức giáo dục
university,Trung tâm Ngoại Ngữ Uyên Bác,Trung tâm giáo dục
university,Trung tâm Anh Ngữ Gia Việt - Trụ sở chính,Tổ chức giáo dục
university,Học Viện Hành Chính - Chính Trị,Trường sau đại học
university,Trường học công nghệ MindX Cần Thơ - MindX Technology School,Tổ chức giáo dục
university,Nhật ngữ Minh Tú Cần Thơ,Trường ngoại ngữ
university,Trung tâm dạy nghề Màu Hoa Đỏ,Trung tâm đào tạo
university,Viện Nghiên Cứu Và Phát Triển Công Nghệ Sinh Học,Viện nghiên cứu
university,Gia sư tiếng Hàn Cần Thơ,Trường ngoại ngữ
university,Trung tâm Ngoại ngữ Quốc tế DEC,Trung tâm giáo dục
university,Trung Tâm Ngoại Ngữ New Windows,Trường ngoại ngữ
university,Viện Công nghệ sinh học và Thực phẩm,Viện nghiên cứu
university,Trung Văn Cần Thơ - Dạy tiếng Trung uy tín tại Cần Thơ,Tổ chức giáo dục
university,Viện NC&PT Công Nghệ Sinh Học,Khoa học thuật
university,Anh Ngữ Quốc Tế SSA Cần Thơ,Trường dạy tiếng Anh
university,"Wiser English - Luyện Thi TOEIC, B1 VSTEP, Anh Văn Giao Tiếp Cần Thơ",Trường dạy tiếng Anh
university,Học viện Spa Thanh Huyền - Cần Thơ,Trung tâm giáo dục
university,Dạy Đàn Organ Cần Thơ - Trung tâm đào tạo đàn Organ Tuấn Kiệt,Trung tâm đào tạo
university,Trung Tâm Ngoại Ngữ FME - Fabulous Mekong,Trường ngoại ngữ
university,Trung tâm Ngoại ngữ ISEE Cần Thơ - Cơ sở Trần Hưng Đạo,Trung tâm giáo dục
university,Hướng Nghiệp Á Âu,Trung tâm đào tạo
university,Trung Tâm Anh Ngữ Âu Việt Mỹ Cần Thơ,Tổ chức giáo dục
university,Trung Tâm Dạy Nghề Nhã Thành,Trường kỹ thuật
university,Trung Tâm Chí Dũng,Tổ chức giáo dục
university,Trung tâm Anh ngữ Điểm 10,Trung tâm đào tạo
university,"Anh Ngữ D2D - B1 Cần Thơ, TOEIC Cần Thơ, B2, IELTS, Giao tiếp Online & Offline",Trung tâm luyện thi
university,Trung tâm Giáo dục Nghề nghiệp Thẩm mỹ FOB,Trường dạy nghề
university,TRUNG TÂM GIÁO DỤC NGÔN NGỮ HÀN QUỐC CẦN THƠ,Trường ngoại ngữ
university,Trung Tâm ngoại ngữ Minh Anh,Trung tâm giáo dục
university,Trường Tiểu Học Kim Đồng,Trường tiểu học
university,Trung tâm Anh ngữ Res - Chi nhánh Cần Thơ,Trường ngoại ngữ
university,Bếp Bar Mrs.Tuyet,Trường dạy nghề
university,Học viện Hàn ngữ Hani,Tổ chức giáo dục
university,VIBE ACADEMY,Trường dạy nghề
university,VMS Academy,Trung tâm giáo dục
university,TRUNG TÂM NGOẠI NGỮ IDB ACADEMY,Trung tâm giáo dục
university,LIC Academy (Hoa Ngữ - Hàn Ngữ),Trung tâm giáo dục
university,Cao Đẳng Sài Gòn,Trường cao đẳng/đại học tư thục
university,Trường cao đẳng nông nghiệp Nam Bộ,Trường cao đẳng cộng đồng
university,Trường Cao đẳng nghề TP.HCM,Trường đại học
university,Trường cao đẳng nghề Tp.HCM,Trường cao đẳng cộng đồng
university,Trường Cao đẳng Đà Lạt,Trường đại học
university,InterGreat Cantho,Trường dạy tiếng Anh
university,Swinburne Vietnam Alliance Program - Can Tho city location,Trường đại học
university,TRƯỜNG TRUNG CẤP NGOẠI THƯƠNG,Trường dạy nghề
university,Trường THCS An Hòa 2,Trường THCS
university,Trường Cao đẳng Viễn Đông,Trường cao đẳng cộng đồng
university,DU HỌC VISA,Tổ chức giáo dục
university,Trung tâm Dạy thêm Thành Nhân Education,Trung tâm giáo dục
university,Singapore International School (Can Tho),Trường quốc tế
university,Anh Ngữ AMES Cần Thơ,Trường dạy tiếng Anh
university,Water Group Cần Thơ,Trung tâm giáo dục
university,TRUNG TÂM NGOẠI NGỮ EDUGO,Trường ngoại ngữ
university,Flex English Center,Trường dạy tiếng Anh
university,Trung Tâm Đào Tạo Kỹ Năng và Thực Hành SeaCorp Academies Cần Thơ,Trung tâm giáo dục
university,DSS Group - VP Cần Thơ,Tổ chức giáo dục
university,Sở Giáo dục và Đào tạo TP. Cần Thơ,Tổ chức giáo dục
university,Trường Quân Sự Tp.Cần Thơ,Tổ chức giáo dục
university,Trung tâm Anh ngữ ILA - Tầng 3 Vincom Xuân Khánh (Cần Thơ),Trường dạy tiếng Anh
university,Cafe bđs DTD Group CT,Trường kinh doanh
university,Cty Tnhh Dv Tm Xnk An Group,Trường giáo dục phổ thông
university,Trung Tâm Đào Tạo Luyện Thi Chứng Chỉ Tiếng Anh VCI,Trường dạy tiếng Anh
university,Nam Thu Edu-Dạy Tiếng Anh,Trường dạy tiếng Anh
university,Trung Tâm Anh Ngữ London ( Cơ sở 2 ),Trường dạy tiếng Anh
university,Trung tâm Anh Ngữ Đăng Khoa - Chi nhánh Mậu Thân,Trường ngoại ngữ
university,Apollo English Cần Thơ,Trường dạy tiếng Anh
university,Anh Văn Hội Việt Mỹ VUS - Cần Thơ,Trường dạy tiếng Anh
university,Du Học Hàn Quốc HIAST Cần Thơ,Trung tâm trường học
university,Trung Tâm Ngoại Ngữ Next Era,Trường ngoại ngữ
university,Trung tâm ngoại ngữ và du học Hagi,Trường ngoại ngữ
university,Trung tâm Anh ngữ AMA Cần Thơ,Trường dạy tiếng Anh
university,Trung tâm Anh ngữ ILA,Trường dạy tiếng Anh
university,LA English Classes,Trường dạy tiếng Anh
university,Trung tâm Ngoại ngữ ISEE Cần Thơ - Cơ sở 3/2,Trường ngoại ngữ
university,Trung Tâm Đào Tạo Thiết Kế - Nhà Xinh Group,Trường đào tạo máy tính
university,English w Ms Rose,Trung tâm giáo dục
university,ALT IELTS Gia Sư,Trường ngoại ngữ
university,Trường THCS Đoàn Thị Điểm,Trường THCS
university,Trung tâm Ngoại ngữ NEW ERA,Trường ngoại ngữ
university,Trường Tiểu học Cái Khế 2,Trường tiểu học
university,Trường Tiểu học Lê Quý Đôn,Trường tiểu học
university,Tiếng Anh Trẻ Em Cần Thơ - Keedii Sun,Trường dạy tiếng Anh
university,Trường Tiểu Học Hưng Lợi 2,Trường tiểu học
university,Trung tâm Ngoại Ngữ Polylingual,Trường ngoại ngữ
university,Mekong International College,Trường quốc tế
university,Trường Phổ thông Thái Bình Dương,Trường quốc tế
university,Phòng họp 2,Trường đại học
university,KTX B3,Trường đại học
university,Nơi làm việc,Trường đại học
university,Bộ môn Tài nguyên Đất đai - khoa Môi trường & TNTN - ĐHCT,Trường đại học
university,Viện Đào Tạo Quốc Tế FPT,Trung tâm đào tạo
university,Viện Đào tạo Quản trị và Hợp tác Quốc tế (NOTE EDU),Tổ chức giáo dục
university,Viện Đào tạo liên tục - ĐHBK Hà Nội,Trường giáo dục dành cho người lớn
university,Viện Đào Tạo Quốc Tế (IIFE),Trường sau đại học
university,Viện Đào Tạo Và hợp tác giáo dục quốc tế,Trung tâm giáo dục
university,Huấn luyện an toàn vệ sinh lao động Viện đào tạo và hợp tác giáo dục,Trung tâm đào tạo
university,Academy Vietnam | Ecopark,Trường học tư nhân
university,Anh Thư Lê Make Up Academy,Trung tâm giáo dục
university,Trường THPT Bình Dương,Trường trung học phổ thông
university,Trường THPT số 2 Phù Mỹ,Trường cấp ba
university,Trường Cao đẳng Y Hà Nội,Trường y
university,Cao Đẳng Nấu Ăn Hà Nội,Trường cao đẳng cộng đồng
university,Trường Cao Đẳng Quốc Tế Hà Nội ( HIC ),Trường đại học
university,Trường Cao Đẳng Công Thương Việt Nam,Trường dạy nghề
university,Trường Cao đẳng Xây dựng Công trình Đô Thị,Trường đại học
university,Trường Cao Đẳng Cơ Điện Hà Nội,Trường dạy nghề
university,Trường Cao đẳng Kinh tế Công nghiệp Hà Nội (Cơ sở 2),Trường đại học
university,Trường THCS Mỹ Đức,Trường THCS
university,Trường Cao đẳng Y Dược Tuệ Tĩnh Hà Nội - Cơ sở chính,Trường y
university,Trường Cao đẳng Bách Nghệ Hà Nội,Trường cao đẳng cộng đồng
university,Trường Cao đẳng Lý Thái Tổ,Trường cao đẳng cộng đồng
university,Trường Cao đẳng Du lịch và Công thương,Tổ chức giáo dục
university,"Trường Cao Đẳng Kinh Tế, Kỹ Thuật và Thủy Sản",Trường đại học
university,Trường Cao đẳng Công nghệ Cao Hà Nội,Trường giáo dục phổ thông
university,Trường Cao đẳng Việt Mỹ Hà Nội (Cơ sở 2),Trường đại học
university,Trường Cao Đẳng Hùng Vương Hà Nội,Trường kỹ thuật
university,Viện Đào Tạo Bồi Dưỡng Chuyển Giao Công Nghệ,Trường đại học
university,Trường Cao Đẳng KT PKKQ,Tổ chức giáo dục
university,Trường Cao đẳng Điện Lực Miền Bắc - Cơ sở Yên Viên,Trường cao đẳng nghề
university,Trường Cao đẳng Y Tế Đặng Văn Ngữ,Trường y
university,Trường Cao Đẳng Kỹ Thuật Y Dược Hà Nội,Trường y
university,Trường Cao đẳng FPT Polytechnic,Trường đại học
university,Trường Cao Đẳng Kỹ Thuật Y Dược Hà Nội,Trường đại học
university,Trường Cao Đẳng Nghề Văn Lang Hà Nội,Trường đại học
university,Trường Cao đẳng nghề Nguyễn Trãi,Trường dạy nghề
university,Trường Cao đẳng Ngoại ngữ - Công nghệ và Truyền thông,Trường cao đẳng cộng đồng
university,Vietnam-Korea Professional College of Hanoi city,Tổ chức giáo dục
university,Trường Cao đẳng Phú Châu,Tổ chức giáo dục
university,Trường Cao Đẳng Việt Mỹ Hà Nội,Trường dạy nghề
university,Trường cao đẳng ngoại ngữ Hà Nội,Trường đại học
university,CAO ĐẲNG Y - DƯỢC CỘNG ĐỒNG,Trường y
university,"Khoa Kinh Tế - Thương Mại, Trường Cao đẳng Ngoại ngữ và Công nghệ Hà Nội (FTC)",Trường cao đẳng nghề
university,BTEC FPT,Trường cao đẳng nghề
university,"Khoa Cầu Đường, Trường ĐHXD Hà Nội - Faculty of Bridges and Roads, HUCE",Trường đại học
university,Trường Cao đẳng Y tế Bắc Ninh,Trường cao đẳng cộng đồng
university,Trường Cao đẳng Thủy Lợi Bắc Bộ,Trường cao đẳng cộng đồng
university,Trường Cao đẳng FPT Polytechnic,Trường cao đẳng nghề
university,Trường Cao Đẳng Bách Khoa,Trường cao đẳng nghề
university,PMx Group - Đồng hành cùng nhà quản lý,Trung tâm đào tạo
university,Trường Quản Trị Kinh Doanh - Vinacomin,Trường cao đẳng cộng đồng
university,Trường Trung Học Cơ Sở Tân Minh,Trường cấp ba
university,Trường Cao Đẳng Công Thương Việt Nam,Trường giáo dục phổ thông
university,Trường Trung Cấp Công Nghệ Và Kinh Tế Đối Ngoại,Tổ chức giáo dục
university,Bee English Community,Trung tâm đào tạo
university,Trung cấp Ô tô Hà Nội,Trường cao đẳng cộng đồng
university,"Công ty TNHH PT, GD, CN và Xúc tiến Thương mại Việt Nam",Trường cao đẳng nghề
university,Trường Cao đẳng Phát thanh - Truyền hình 1,Trường cao đẳng cộng đồng
university,Trường Cao đẳng Công nghệ và Thương mại Hà Nội,Trường cao đẳng nghề
university,Trường Đại Học Anh Quốc Việt Nam,Trường đại học
university,ILEC - International Languages and Education Community,Trường dạy tiếng Anh
university,Cao Đẳng Ngoại Ngữ Và Công Nghệ Việt Nam,Trường cao đẳng nghề
university,Tập đoàn Giáo dục Quốc tế Đại Tây Dương (Atlantic Group),Trung tâm giáo dục
university,Trường Cao đẳng Bách Nghệ Hà Nội Cơ sở Hoài Đức,Trường cao đẳng nghề
university,Trường Cao đẳng Y Dược Cộng Đồng,Trường cao đẳng cộng đồng
university,Trường Trung Học Cơ Sở Châu Can,Trường THCS
university,Đào tạo Quốc tế (SIE) - Trường Đại học Bách Khoa Hà Nội,Trường đại học
university,Trường Đại Học Xây Dựng Hà Nội - HUCE,Trường đại học
university,Trường Trung Học Cơ Sở Cao Viên,Trường THCS
university,Trường cao đẳng thông tin và truyền thông,Trường cao đẳng nghề
university,Westlink International School Hanoi,Trường quốc tế
university,Thịnh Phát,Trường cao đẳng cộng đồng
university,Greenfield School,Trường học tư nhân
university,Cao Đẳng Ô Tô Hà Nội,Trường cao đẳng cộng đồng
university,Công ty CP Tư vấn Quốc tế AN GROUP,Trung tâm giáo dục
university,The Global Citizen Education Group - Vietnam,Trung tâm giáo dục
university,CEC Times City,Trung tâm giáo dục
university,Trường Trung Học Cơ Sở Phúc Tiến,Trường giáo dục phổ thông
university,Tuyển Sinh Cao Đẳng,Trường cao đẳng cộng đồng
university,Trường Quốc tế Liên Hợp Quốc Hà Nội,Tổ chức giáo dục
university,Nguyen Truc Junior High School,Trường THCS
university,Công ty TNHH GC Education Group,Trung tâm giáo dục
university,Trường Cao Đẳng Nghề Quản Lý Và Công Nghệ,Trường cao đẳng cộng đồng
university,Trường Cao đẳng nghề Kinh tế Kỹ thuật Vinatex,Trường cao đẳng cộng đồng
university,Trường THCS Bích Hoà,Trường THCS
university,Trường THCS Phương Liệt,Trường THCS
university,Trường Trung Học Cơ Sở Tảo Dương Văn,Trường THCS
university,Trường THCS Xuân Canh,Trường THCS
university,Trường Trung Học Cơ Sở Hồng Dương,Trường THCS
university,Cơ sở 2 Trường Cao đẳng Thái Nguyên,Trung tâm trường học
university,Trường Trung Học Cơ Sở Minh Đức,Trường THCS
university,Trường Trung Học Cơ Sở Thanh Văn,Trường THCS
university,Công ty Tư Vấn Du học Blue Ocean,Tổ chức giáo dục
university,Trường THCS Đông Ngạc,Trường THCS
university,Trung tâm đào tạo ô tô EAC,Trung tâm giáo dục
university,AITA - HỌC VIỆN ĐÀO TẠO LIÊN NGÀNH CHÂU Á,Trường đại học
university,Trường Cao đẳng Xây dựng Nam Định,Trường cao đẳng cộng đồng
university,Công tác Học sinh - Sinh viên HNC,Trường cao đẳng nghề
university,Trường Trung Học Cơ Sở Đông Lỗ,Trường THCS
university,Cao Đẳng FPT Polytechnic Kiều Mai - TUNZO,Trường bách khoa
university,Trường Trung học Vinschool Times City,Trường THCS
university,JUN TÂY WEDDING STUDIO,Trường cao đẳng nghề
university,Trường Trung Học Cơ Sở Hòa Lâm,Trường THCS
university,Trường Trung Học Cơ Sở Phương Tú,Trường THCS
university,Trường Trung Học Cơ Sở Thanh Thùy,Trường THCS
university,Trung tâm ngoại ngữ Quốc Tế Ocean Edu Times City,Trường dạy tiếng Anh
university,Trường Cao đẳng Bách Khoa,Trường cao đẳng cộng đồng
university,IELTS Fighter - Ms Hoa Junior Xa La Hà Đông,Trường dạy tiếng Anh
university,Trường Trung Học Cơ Sở Đa Tốn,Trường THCS
university,Đại Học Quốc Gia Hà Nội,Đại học công lập
university,Trường Cao đẳng Công nghiệp,Tổ chức giáo dục
university,Trường Cao Đẳng Y Dược Hà Nội (Mỹ Đình),Trường y
university,Trường Cao Đẳng Công Nghiệp,Trường dạy nghề
university,Cao Đẳng Y Tế Hà Nội Cơ Sở 2,Tổ chức giáo dục
university,Trường cao đẳng công thương cơ sở 2,Trường kỹ thuật
university,Trường Cao Đẳng Phúc Châu - Đại Học Kinh Tế Quốc Dân,Trường đại học
university,Phương Nhung 12-11,Đại học công lập
university,Trại chồn hương quốc hoàng,Trường kinh doanh
university,Trường Tiểu Học Bình Dương,Trường tiểu học
university,Trường THCS Mỹ Lợi,Trường THCS
university,Trường Đại học Quang Trung,Trường đại học
university,Trường Tiểu Học Mỹ Phong,Trường tiểu học
university,Trường Đại học Việt Đức (VGU),Trường đại học
university,Trường Trung Học Cơ Sở Mỹ Thắng,Trường THCS
university,Trường THCS Thị Trấn Bình Dương,Trường THCS
university,Trường Đại học Thăng Long,Trường đại học
university,Trường Tiểu học Mỹ An,Trường tiểu học
university,Trường Đại học Thủy lợi,Đại học công lập
university,Trường Đại học Kiến trúc Hà Nội,Đại học công lập
university,Trường Đại học Dược Hà Nội,Trường đại học
university,Trường Đại học Mở Hà Nội,Đại học công lập
university,Đại học Đà Nẵng,Trường đại học
university,Trường Đại Học Luật Hà Nội,Trường luật
university,Học viện Y Dược học Cổ truyền Việt Nam,Trường y
university,Học viện Hàng không Việt Nam,Trường đại học
university,Học Viện Quân Y,Trường y
university,Học Viện Công Giáo Việt Nam,Tổ chức giáo dục
university,Học Viện HCI Việt Nam,Tổ chức giáo dục
university,Học viện Lái Đò,Trung tâm giáo dục
university,Học viện Hải quân,Đại học công lập
university,Học Viện Khoa Học Quân Sự,Trường quân sự
university,Học Viện Ngựa PKC Equine Center,Trường thể thao
university,Học viện Quản lý Giáo dục,Trường đại học
university,Giảng Đường E - Học Viện Nông Nghiệp Việt Nam,Tổ chức giáo dục
university,Cổng học viện Nông Nghiệp,Trường đại học
university,Học viện Hạnh Phúc (chi nhánh Miền Bắc),Trung tâm giáo dục
university,Học viện Hospotality Oha,Trung tâm giáo dục
university,Trường học viện ngoại giao,Trường đại học
university,HỌC VIỆN NESA iCAD - Trụ sở chính ĐH Kiến Trúc Hà Nội,Trung tâm đào tạo
university,Học Viện Hậu Cần,Trường đại học
university,HOCVIENiT.vn,Trường đào tạo máy tính
university,Học Viện Green Academy - Cơ Sở Trường Chinh ( Hà Nội ),Trung tâm giáo dục
university,"Học viện Chiến lược, bồi dưỡng cán bộ xây dựng",Viện nghiên cứu
university,Học viện Tòa án,Trường luật
university,Học Viện Khoa Học Xã Hội,Viện nghiên cứu
university,Chương trình Học viện Công nghệ BKACAD,Tổ chức giáo dục
university,Học viện Ngoại giao,Trường đại học
university,Trung tâm Đào tạo Bóng đá trẻ PVF,Trung tâm giáo dục
university,Học Viện Đào Tạo Thực Chiến Quảng Cáo FaceBook - Đinh Đức Tùng,Trung tâm đào tạo
university,GSJ - Học viện sáng tạo khoa học,Trung tâm giáo dục
university,Học viện Số TDS,Trung tâm giáo dục
university,Học viện lý số Nguyên Cát,Trung tâm đào tạo
university,Học viện Công nghệ Bưu chính viễn thông,Trường đại học
university,Học Viện Quân Y - Trung Tâm Công Nghệ Thông Tin,Cơ sở tôn giáo
university,Viện Toán ứng dụng và Tin học,Khoa học thuật
university,Học viện Ngôi Sao - Star Academy,Trung tâm đào tạo
university,Học viện HYP Toàn Cầu,Trung tâm đào tạo
university,Học Viện Gizento - Trụ Sở Hà Nội,Trung tâm giáo dục
university,Tòa nhà Trung Tâm học viện Nông Nghiệp Việt Nam,Trường đại học
university,Ktx c3 học viện nông nghiệp việt nam,Trường đại học
university,Học viện cầu lông CKH,Trường thể thao
university,Học viện Toán Sơ Đồ - MathMapAcademy,Trường toán học
university,Học Viện Xây Dựng Việt Nam,Trường kỹ thuật
university,Học viện pha chế Jarvis,Trung tâm đào tạo
university,"Khoa Công Nghệ Thực Phẩm, Học viện Nông Nghiệp Việt Nam",Trường đại học
university,HỌC VIỆN CÔNG NGHỆ CAO HITECH ACADEMY,Trung tâm giáo dục
university,Học Viện Kim Cương,Tổ chức giáo dục
university,Học viện Quốc phòng,Trường quân sự
university,Học viện đào tạo Fitness toàn diện - HFI,Trung tâm đào tạo
university,"Trường Đào tạo, bồi dưỡng cán bộ Công Thương Trung Ương",Trung tâm đào tạo
university,Học Viện Đào Tạo Pha Chế Namas - Hà Nội,Trung tâm đào tạo
university,Trường Đào tạo BIDV,Viện nghiên cứu
university,Viện Đào tạo Phát triển Giáo dục,Trung tâm giáo dục
university,Trường đào tạo An toàn bức xạ - Công ty CP tư vấn kỹ thuật Khoa học Công nghệ STEC,Trường kỹ thuật
university,Học viện đào tạo spa Đông Y - Khương Y Đạo,Trung tâm đào tạo
university,Viện Đào tạo và Nghiên cứu Y Dược Bạch Mai,Trung tâm đào tạo
university,Học viện đào tạo kĩ năng dữ liệu GNV,Trung tâm giáo dục
university,Học Viện Đào Tạo PT Quốc Gia ( NPTA),Trung tâm giáo dục
university,Viện Đào tạo Quốc tế về Khoa học Vật liệu,Khoa học thuật
university,Học viện đào tạo quản trị mạng PNH,Trung tâm giáo dục
university,Viện Đào tạo và Tư vấn doanh nghiệp - Đào tạo Mini MBA - Trường Đại học Ngoại thương,Trung tâm đào tạo
university,VIỆN ĐÀO TẠO KHỞI NGHIỆP VÀ ỨNG DỤNG KHOA HỌC CÔNG NGHỆ CAO (SATSI),Viện nghiên cứu
university,HỌC VIỆN ĐÀO TẠO ICE,Trường đại học
university,Trường Đào Tạo Lập Trình Viên Quốc Tế Aptech-Hanoi,Trung tâm giáo dục
university,Viện Đào Tạo Quốc Tế - NEU,Trường đại học
university,Viện Đào Tạo Dưỡng Sinh Đông Y Tuấn Bẻm,Trung tâm dạy nghề
university,"SAPP Academy - Học viện đào tạo ACCA, CFA, CMA, CGMA - Láng Hạ",Trung tâm giáo dục
