domain,title,category
hospital,Phòng Khám Sản Phụ Khoa Ý An - Bs Phương BV PSHN,Bác sĩ khoa sản-Bác sĩ phụ khoa
hospital,Phòng Khám An Phước,Phòng khám
hospital,Phòng Khám Chuyên Khoa Mắt 432,Bệnh viện
hospital,Phòng khám Nhi Bác sĩ Xoay,Bác sĩ khoa nhi
hospital,Phòng Khám Chuyên khoa Mắt Sơn Thủy,Trung tâm chăm sóc mắt
hospital,Phòng Khám Nội Khoa Đội Cấn,Phòng khám
hospital,Phòng khám Doctor4U,Dịch vụ y tế địa phương
hospital,Phòng khám chuyên khoa phụ sản Dr.Chường - siêu âm giỏi hiện đại chất lượng tại Hà Nội,Phòng khám
hospital,Phòng Khám An Thịnh,Phòng khám
hospital,Phòng khám Sản phụ khoa Bs Lê Duy Toàn,Phòng khám
hospital,Phòng khám Y học cổ truyền Tạ Phúc Gia,Phòng khám
hospital,Phòng Khám Đa Khoa Ba Đình,Phòng khám
hospital,Phòng Khám Đa Khoa Đức Minh,Phòng khám
hospital,Phòng khám chuyên khoa Tai Mũi Họng - PGS.TS Lê Công Định,Bác sĩ chuyên khoa tai mũi họng
hospital,Phòng Khám Tai Mũi Họng Hải Ly (ENT Clinic) in Ha Noi,Bác sĩ chuyên khoa tai mũi họng
hospital,Phòng khám Dr. Đính,Bác sĩ khoa sản-Bác sĩ phụ khoa
hospital,Phòng Khám Bệnh Đa Khoa,Phòng khám
hospital,Phòng khám Nhi 155 Đội Cấn,Phòng khám
hospital,Phòng Khám Chữa Bệnh An Thai,Trung tâm chăm sóc mắt
hospital,Phòng Khám Da Liễu Thành Công,Bác sĩ da liễu
hospital,Phòng khám chuyên khoa NHI PGS.TS.BS Đào Minh Tuấ,Phòng khám chuyên khoa
hospital,Phòng Khám Phụ sản Hoa Hồng,Bệnh viện phụ sản
hospital,Phòng khám đa khoa Ánh Dương,Phòng khám
hospital,Phòng Khám Tư Nhân 12 Tôn Thất Thiệp,Phòng khám
hospital,Phòng Khám Tư Nhân - Bác Sĩ Ðào Minh Tuấn,Bệnh viện
hospital,Phòng khám chữa bệnh trĩ,Phòng khám
hospital,Phòng Khám Chuyên Khoa Nhi,Phòng khám
hospital,Phòng Khám 12 - Chuyên Khoa Siêu Âm Sản Phụ Khoa,Bệnh viện
hospital,Phòng Khám Sản Phụ Khoa Cầu Giấy Hà Nội,Phòng khám phụ khoa
hospital,Phòng Khám Răng Hàm Mặt,Phòng khám miễn phí
hospital,Phòng Khám 56 - Khoa khám bệnh theo yêu cầu Bệnh viện Phụ sản Trung Ương,Phòng khám
hospital,Khanh Phuong Medical Clinic,Phòng khám miễn phí
hospital,Phòng Khám Tai Mũi Họng Thuỵ Khuê - BS Thu Hương,Phòng khám tai mũi họng
hospital,Phòng khám chuyên khoa Dinh dưỡng VIAM,Phòng khám chuyên khoa
hospital,Phòng Khám Hiếm Muộn Bs Mỹ Dung,Bệnh viện phụ sản
hospital,PHÒNG KHÁM ĐA KHOA CÁC CƠ QUAN ĐẢNG Ở TRUNG ƯƠNG,Phòng khám
hospital,Phòng khám trĩ PGS TS Thầy thuốc nhân dân Đỗ Ngọc Tấn,Bệnh viện
hospital,Phòng Khám Nhi Khoa - Bs Bùi Thị Yến,Phòng khám
hospital,Phòng khám Sản Phụ khoa Dr.Marie HN03,Phòng khám phụ khoa
hospital,Phòng khám Việt An,Phòng khám
hospital,Phòng Khám Nội Nhi Bs Lê Kim Phú,Phòng khám
hospital,PHÒNG KHÁM MẮT KỸ THUẬT CAO HÀ NỘI,Phòng khám
hospital,Bệnh viện Nhi Trung ương,Bệnh viện nhi
hospital,Trung tâm chăm sóc sức khỏe Á Đông,Bệnh viện
hospital,Khoa Khám Bệnh Đa Khoa Theo Yêu Cầu Bệnh Viện Phổi Trung Ương,Phòng khám
hospital,Phòng khám chữa bệnh trĩ ở Hà Nội - Bs. Phương Hồng Thái Hà,Phòng khám
hospital,Khoa Khám Bệnh - Bệnh Viện Phụ Sản Trung Ương,Bệnh viện
hospital,Trung Tâm Ngoại Tổng Hợp Bệnh Viện Nhi,Khoa của bệnh viện
hospital,Bệnh Viện Giao Thông Vận Tải,Bệnh viện
hospital,Trung Tâm Sơ Sinh,Bệnh viện nhi
hospital,Khoa Cấp Cứu & Chống Độc Bệnh Viện Nhi,Khoa của bệnh viện
hospital,Phòng khám chữa bệnh lậu ở Hà Nội - BS XU Hưng Thịnh,Bệnh viện chuyên khoa
hospital,Phòng Khám Đa Khoa An Sinh,Phòng khám
hospital,Chuyên Khoa Bệnh Xã Hội - Đại Tá BS CKII Nguyễn Văn Châu,Phòng khám tiết niệu
hospital,Phòng khám Tâm thần và Tâm lý y học - Bs Minh Tuấn,Phòng khám tâm thần
hospital,Phòng Khám Bệnh Trần Thị Độ,Phòng khám miễn phí
hospital,Phòng khám đa khoa uy tín Hưng Thịnh,Phòng khám tiết niệu
hospital,Bệnh Viện Đa Khoa Hồng Phát,Bệnh viện
hospital,Phòng Khám Bệnh Bs Nguyễn Nghi,Phòng khám
hospital,Địa chỉ khám và chữa bệnh lậu ở Hà Nội,Phòng khám
hospital,Bệnh Viện phụ sản Hà Nội,Bệnh viện chuyên khoa
hospital,Trung Tâm Tim Mạch,Bệnh viện
hospital,Phòng khám bệnh xã hội Hưng Thịnh,Phòng khám chuyên khoa
hospital,Viện Sức khỏe Tâm thần Quốc gia,Bệnh viện tâm thần
hospital,Phòng Khám Bệnh Xã Hội,Trung tâm y tế cộng đồng
hospital,Phòng Tiêm chủng Bệnh viện Nhi Trung ương,Dịch vụ y tế địa phương
hospital,Trung tâm Phục Hồi Chức Năng Itomedic,Bệnh viện
hospital,"Khám bệnh xã hội chữa sùi mào gà, bệnh lậu giang mai ở Hà Nội",Phòng khám chuyên khoa
hospital,Phòng Khám Bệnh Đỗ Đức Hiển,Phòng khám
hospital,Thái An Đường,Phòng khám
hospital,Phòng khám dinh dưỡng,Phòng khám
hospital,Khoa Khám bệnh Bệnh viện Phổi Trung ương,Bệnh viện
hospital,Trung tâm kiểm soát cận thị - Phòng khám CK Mắt Dr Trần Tuấn,Trung tâm chăm sóc mắt
hospital,Phòng khám chuyên khoa Y Học cổ truyền An Triết,Phòng khám
hospital,Phòng Khám Bệnh Tư Nhân Thạc Sỹ Lương Quốc Ninh,Bệnh viện
hospital,Bệnh Viện Mắt Hà Nội 2,Bệnh viện
hospital,Bệnh viện Đa khoa Hà Thành,Bệnh viện tư nhân
hospital,Khoa khám bệnh Bệnh viện Việt Đức,Khoa của bệnh viện
hospital,Phòng Khám Đa Khoa Vietlife 14 Trần Bình Trọng,Bệnh viện
hospital,T-Matsuoka NURA Center,Phòng khám
hospital,Phòng Khám Đa Khoa Tomec,Bệnh viện
hospital,Phòng Khám Tư Nhân Chuyên Khoa Răng Hàm Mặt,Phòng khám
hospital,Nam Trung Đường Cầu Giấy,Phòng khám
hospital,Phòng Khám Bệnh BS Đào Lê Nam Trung,Phòng khám
hospital,"Phòng Khám Chuyên Khoa Đông Y YHCT Vượng Y Đường - điều trị cơ xương khớp,đĩa đệm,tai biến uy tín hiệu quả tại Ba Đình",Bệnh viện
hospital,Trung tâm khám bệnh trong ngày - tòa K1 -Bệnh viện Bạch mai,Bệnh viện
hospital,Phòng Khám Bệnh Phạm Văn Quý,Phòng khám
hospital,Phòng Khám Bệnh Tư Nhân Lê Kim Phú,Phòng khám
hospital,Bệnh Viện Phụ Sản Trung Ương Phòng Khám,Bệnh viện
hospital,Phòng Khám Đa Khoa Hưng Thịnh Hà Nội,Phòng khám chuyên khoa
hospital,Bệnh Viện Đức Phúc,Bệnh viện
hospital,Phòng khám bệnh xã hội Kim Mã,Phòng khám
hospital,Phòng Khám Bệnh Răng Hàm Mặt,Phòng khám miễn phí
hospital,Phòng Khám Bệnh Tư Nhân - Bs Chuyên Khoa Cấp 2 Bùi Văn Khôi,Phòng khám
hospital,Khoa Truyền nhiễm - BVĐK Đống Đa,Bệnh viện
hospital,Phòng Khám Chuyên Khoa Răng Hàm Mặt,Phòng khám miễn phí
hospital,Phòng Khám Bác Sĩ Hồng Minh,Phòng khám miễn phí
hospital,Trạm y tế phường Giảng Võ,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Phường Láng Thượng,Trạm sơ cứu
hospital,Trạm Y tế phường Ô Chợ Dừa,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Phường Ngọc Khánh,Trung tâm y tế
hospital,Trạm Y Tế phường Trung Hòa,Trạm sơ cứu
hospital,Trạm Y Tế Phường Quan Hoa,Trạm sơ cứu
hospital,Trạm Y Tế phường Mễ Trì,Dịch vụ y tế địa phương
hospital,trạm y tế đoài phương,Dịch vụ y tế địa phương
hospital,Trạm Y tế VAST,Trung tâm y tế
hospital,Trạm Y tế phường Văn Miếu - Quốc Tử Giám,Trạm sơ cứu
hospital,Trạm Y Tế Phường Thượng Đình,Phòng khám
hospital,Trạm Y Tế Mễ Trì,Trạm sơ cứu
hospital,Trạm Y Tế Phường Điện Biên,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Phường Hàng Bồ,Trạm sơ cứu
hospital,Trạm Y Tế Phường Láng Hạ,Trạm sơ cứu
hospital,Trạm y tế dịch vọng,Dịch vụ y tế địa phương
hospital,Trạm y tế phường Bưởi,Phòng khám
hospital,Trạm Y tế phường Mỹ Đình 1,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Phường Kim Mã,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Phường Liễu Giai,Trạm sơ cứu
hospital,Trạm Y tế ĐH Thủy Lợi,Trung tâm y tế
hospital,Trạm Y Tế Phường Cống Vị,Trạm sơ cứu
hospital,Trạm Y Tế Phường Xuân La,Phòng khám
hospital,Trạm Y Tế Phường Cát Linh,Trạm sơ cứu
hospital,Trạm Y Tế Phường Mai Dịch,Phòng khám
hospital,Trạm Y Tế Phường Trung Liệt,Phòng khám
hospital,Trạm Y tế phường Cầu Giấy,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Phường Nghĩa Đô,Phòng khám
hospital,Trạm Y Tế Phường Văn Chương,Phòng khám
hospital,Trạm Y tế phường Thanh Xuân,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Phường Thổ Quan,Trạm sơ cứu
hospital,Trạm Thú Y Ba Đình,Dịch vụ cấp cứu thú y
hospital,Trạm Y Tế Phường Dịch Vọng Hậu,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Phường Dịch Vọng Hậu,Bệnh viện
hospital,Trạm Y Tế Phường Khương Mai,Trung tâm y tế
hospital,tyt việt yên,Trạm y tế tự phục vụ
hospital,Trạm Y Tế Phường Khương Thượng,Trung tâm y tế cộng đồng
hospital,Trạm Y Tế Phường Kim Liên,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Phường Đồng Xuân,Trạm sơ cứu
hospital,Trạm y tế phường Đại Mỗ,Phòng khám
hospital,Điểm Y Tế Hàng Bài - Trạm y tế phường cửa nam,Trạm sơ cứu
hospital,Trạm Y Tế Phường Hàng Buồm,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Yên Phụ,Trạm sơ cứu
hospital,Trạm Y Tế Phường Phương Liên - Trung Tự,Dịch vụ y tế địa phương
hospital,Trạm y tế phường Thịnh Quang,Trạm sơ cứu
hospital,Trạm Y tế phường Phú Đô,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Phường Nghĩa Đô,Trạm sơ cứu
hospital,Trạm Y Tế Phường Nguyễn Du,Dịch vụ y tế địa phương
hospital,Trung tâm y tế thị xã Hương Trà,Bệnh viện
hospital,Trung Tâm Y Tế Thành Phố Huế,Bệnh viện
hospital,Bệnh viện Tâm thần Huế,Bệnh viện
hospital,PHÒNG KHÁM ĐA KHOA Y TẾ 24/7 TÂM ĐỨC,Phòng khám
hospital,Khoa Sức khỏe tâm trí - Bệnh Viện TW Huế,Khoa của bệnh viện
hospital,Trung Tâm Y Tế TP Huế @ Nhà Hộ Sinh Khu Vực I,Bệnh viện
hospital,Trung tâm y tế Thuận Hóa,Bệnh viện
hospital,Phòng Khám Đa Khoa Hà Nội,Bệnh viện
hospital,Cơ Sở Dịch Vụ Y Tế Tư Nhân Trung Cấp Y Lan Anh,Bệnh viện
hospital,Bệnh Viện Nội Tiết Trung Ương,Bệnh viện
hospital,Bệnh viện đa khoa Y học Cổ truyền Hà Nội,Bệnh viện chuyên khoa
hospital,Bệnh Viện Tai Mũi Họng Trung Ương,Bệnh viện
hospital,Bệnh viện lão khoa TW,Bác sĩ chuyên khoa thanh quản
hospital,Trung tâm y tế Quảng Yên,Trung tâm y tế
hospital,Trạm Y tế phường Vĩnh Tuy,Trung tâm y tế
hospital,Trung Tâm Y Tế Huyện Tiên Lãng,Bệnh viện
hospital,Trạm Y Tế Xã Hữu Bằng Huyện Kiến Thụy,Bệnh viện
hospital,Trung Tâm Y Tế quận Kiến An,Bệnh viện
hospital,Viện Y học biển Việt Nam,Bệnh viện
hospital,Trung tâm y tế quận Đồ Sơn,Trung tâm y tế
hospital,Công ty dịch vụ thương mại Thành Nam,Phòng thương mại
hospital,Trung tâm Y tế Đức Thọ,Trung tâm y tế
hospital,Trạm Y Tế Xã Nghi Phong,Bệnh viện
hospital,Trung tâm y tế xãThạch Hà,Dịch vụ y tế địa phương
hospital,Trạm Y Tế Xã Nam Trung,Bệnh viện
hospital,Trung tâm Y tế Hồng Lĩnh,Bệnh viện đa khoa
hospital,TRUNG TÂM Y TẾ XÃ TIÊN ĐIỀN,Bệnh viện
hospital,Trung tâm y tế Quận Bình Thủy,Bệnh viện
hospital,TRUNG TÂM Y TẾ THÀNH PHỐ CẦN THƠ,Bệnh viện
hospital,Sở Y Tế Cần Thơ @ Trung Tâm Chẩn Đoán Y Khoa,Bệnh viện
hospital,Bệnh viện Đa khoa Trung ương Cần Thơ,Bệnh viện
hospital,Trạm Y Tế Xã Mỹ Khánh,Bệnh viện đa khoa
hospital,Sở Y tế TP. Cần Thơ,Sở y tế công cộng
hospital,TRUNG TÂM Y TẾ QUẬN Ô MÔN,Bệnh viện đa khoa
hospital,Bệnh viện Tâm thần TP. Cần Thơ,Bệnh viện tâm thần
hospital,Bệnh viện Quân y 121,Bệnh viện quân đội
hospital,Trung Tâm Y Tế Huyện Thới Lai,Bệnh viện
hospital,Bệnh Viện Y Học Cổ Truyền Bộ Công An,Bệnh viện
hospital,Bệnh viện Ung bướu Thành phố Cần Thơ,Bệnh viện chuyên khoa
hospital,Phòng khám bác sĩ gia đình,Bệnh viện
hospital,Bệnh Viện Tuệ Tĩnh,Bệnh viện
hospital,Trạm y tế phường Bồ Đề,Trung tâm y tế
hospital,Trung tâm Bác sĩ Gia đình Hà Nội FDC,Phòng khám
hospital,Phòng Khám Đa Khoa Giao Thông Vận Tải Gia Lâm,Bệnh viện
hospital,Bệnh Viện Dệt May,Bệnh viện
hospital,Trạm Y Tế Phường Hoàng Liệt,Trung tâm y tế
hospital,Trạm Y tế phường Thịnh Liệt,Trung tâm y tế
hospital,Trung Tâm Y Tế Huyện Thoại Sơn,Trung tâm y tế
hospital,Bệnh Viện Nam Thăng Long,Bệnh viện
hospital,Viện Y học phóng xạ và Ung bướu Quân đội,Bệnh viện quân đội
hospital,Bệnh Viện Đại Học Quốc Gia Hà Nội,Bệnh viện
